url,label,source
https://brt.jngndi.buzz/track-it,0,phishtank
https://www.dpdlocaxh.top/com,0,phishtank
https://tinyurl.com/44e5d3nk,0,phishtank
https://bit.ly/3TvShv2,0,phishtank
https://apihmg.sistemasubsolar.com.br/ch/?trck=oLNuoaAlaTZ0V62FYFQ6IPrAFCYg8JePVDEzarta,0,phishtank
https://v0-eudora-mother-s-day-e-commerce.vercel.app/,0,phishtank
https://igapaevapangandus-0000gjosvhi055qr67.indiasediasporaraad.nl,0,phishtank
https://mail-live.net-s03.net/nn/?code=680da411688bcc587abc92f3cd96ddb6,0,phishtank
https://q-r.to/bfNjLN,0,phishtank
https://biglobewemail3s.weebly.com/,0,phishtank
https://zpr.io/39TnNFXNGNaJ,0,phishtank
https://www.dpdlocakz.top/com/,0,phishtank
https://docs.google.com/presentation/d/e/2PACX-1vS04Dtuc_uzNSUQHXMct1CSfbyD8H5ZZXXOWbYHshhnyod6AB7QV5JpFM52IhAbKL-tKr5T2-a3dKY5/pub?start=false&amp;loop=false&amp;delayms=3000,0,phishtank
https://open-test-devsu-pichincha.gerson-ruiz.com/products/add,0,phishtank
https://www.flowcode.com/page/nicks01,0,phishtank
https://q-r.to/bga5SH,0,phishtank
https://roulure.jpod10884268.pro/capchat.php,0,phishtank
https://hard-bridge.wixstudio.com/en-us,0,phishtank
https://qrco.de/bgbJUd,0,phishtank
https://new.express.adobe.com/webpage/8v3VsIZ6mOd7F,0,phishtank
https://www.dropbox.com/scl/fi/8w6elymosyzuy2o38v0ms/BT-Verification-Page.paper?rlkey=2e0uxms6mdcrd27h313aynalb&dl=0,0,phishtank
https://cathoaixarles.fr//,0,phishtank
https://udp.ixx.mybluehost.me/wp-admin/DeliveryNotice/app/track.php?session=xxxxxxxxxxxxxxxxxxxxxxxxxxxxx,0,phishtank
https://nav-etorre-apps.wixstudio.com/en-us,0,phishtank
https://docs.google.com/presentation/d/e/2PACX-1vS4rM8kZqCIiIJaT9dPMRQof8A2Vuz7ZMmqKVPY2N6pZIXwGwAjQf8TCirGGKOHlbBB5l7a6rVaFiUs/pub?start=false&amp;loop=false&amp;delayms=3000,0,phishtank
https://l.ead.me/bgbFfr,0,phishtank
https://nexicom-106266.weeblysite.com/,0,phishtank
https://qrco.de/bgbRLt,0,phishtank
https://musicplayer-fc659.firebaseapp.com/,0,phishtank
https://bit.ly/467JwN5,0,phishtank
https://q-r.to/bgcVy8,0,phishtank
https://trazario.wixstudio.com/start,0,phishtank
https://www.dpdlocoei.top/com,0,phishtank
https://issam.urge843284.pro/capchat.php,0,phishtank
https://tapk.it/BThomepage,0,phishtank
https://bit.ly/49CPrtv,0,phishtank
https://bit.ly/40Bbz6y,0,phishtank
https://docs.google.com/presentation/d/e/2PACX-1vTAjonXeNhwksDfaoMc91zr80evbeMKErydlcEHqyzUPdSwBqnaLElo38m5gL0mUkFXIgTtINX62Tmn/pub?start=false&amp;loop=false&amp;delayms=3000,0,phishtank
https://sm9rtkeyxertic9.weebly.com/,0,phishtank
https://startd-live.wixstudio.com/live-en,0,phishtank
https://lumen-app-backend.firebaseapp.com/,0,phishtank
https://q-r.to/bfI49t,0,phishtank
http://arub-it.myshopify.com/,0,phishtank
https://q-r.to/bgaIJD,0,phishtank
https://l.ead.me/bgaTaQ,0,phishtank
https://14092857.xyz/17xfggji/GRHiBj/ydysVo,0,phishtank
https://klounhdtra.firebaseapp.com/,0,phishtank
https://qrco.de/bfFlSU,0,phishtank
https://starting-gets.ghost.io/us/,0,phishtank
https://docs.google.com/drawings/d/1bJc30qrGoCEsF1kf_c0O5NZcTyBio3Uki9BptOf0UAs/edit,0,phishtank
https://smartparcelchain.firebaseapp.com/,0,phishtank
https://huavadays.com,0,phishtank
http://suite57.emarsys.net/docroot.html,0,phishtank
https://www.gov-parkingwx.shop/com,0,phishtank
https://attemailbackup.boxmode.io/,0,phishtank
https://www.dropbox.com/scl/fi/ylbkr5pqwvb95x5tsb49d/VlEW-YOUR-BlLL-BELOW.paper?rlkey=7knjgohrpvyax9vm7av2vruxa&st=d6etonw3&dl=0,0,phishtank
https://universidaddeguayaquil.weebly.com/,0,phishtank
https://qrco.de/bgaBR3,0,phishtank
https://abahshah.com/,0,phishtank
https://strategic-tulip-117151.framer.app/,0,phishtank
https://amiable-essentials-848395.framer.app/,0,phishtank
https://l.ead.me/bgaSOR,0,phishtank
https://l.ead.me/bgbE66,0,phishtank
https://cxztsnation.com/dsi/,0,phishtank
https://pub-d032309cea2a431c8da17899c3ed68b2.r2.dev/index.html,0,phishtank
https://app-ledger-us.wixstudio.com/us-en,0,phishtank
https://docs.google.com/presentation/d/e/2PACX-1vQDjJ_-UQhiCX_M_a3SBz2FQ0NyGqj64znV2BDQE-NZoxUX_fh77Q9CZxnwtijC3c3tGui3FysKNd88/pub?start=false&loop=false&delayms=3000&slide=id.p,0,phishtank
https://docs.google.com/presentation/d/e/2PACX-1vTaWj7DcHv08zDzaryXbQNxWuE94PaC_fVJ8gpxuyhdloSkWGJm0HlL7kondDqFNGyCcIFSokx_tC7s/pub?start=true&amp;loop=true&amp;delayms=60000&amp;slide=id.p,0,phishtank
https://segurancappbradesco.digital/,0,phishtank
https://bit.ly/40TIpQz,0,phishtank
https://q-r.to/bfI4RR,0,phishtank
https://guidelinemetasupport.web.app/,0,phishtank
https://qrco.de/bgbF67,0,phishtank
http://verification-email2025.iceiy.com/,0,phishtank
https://l.ead.me/bfLW8S,0,phishtank
https://qrco.de/bfKVnd,0,phishtank
https://docuslotz-portfolios.myportfolio.com/,0,phishtank
https://5se76r8dt7vy8ouo96ik8j5rneyhtbwsrdmnczw4ihgfwei.teemill.com/,0,phishtank
https://q-r.to/bgaVkp,0,phishtank
https://pub-3cf24fb9b2094f249e7749eb497d6449.r2.dev/japan.html,0,phishtank
https://docs.google.com/forms/d/e/1FAIpQLSfvAQnLNOKhA97hQbVGrykHglk4oDtIepotgb22b-N1w5WbGA/viewform?usp=send_form&lsrp=2,0,phishtank
https://tinyurl.com/5ytmw7kv,0,phishtank
https://uncosecurityhelpdesks.weebly.com/,0,phishtank
https://docs.google.com/presentation/d/e/2PACX-1vTcxTKENvtfyWohT3bXxYVS9EUmFUCJeB7_kDxuaFcvr0LMbY_OAlIRfkVbyqkearOOE-JpuzQ_BNFA/pub?start=false&amp;loop=false&amp;delayms=3000,0,phishtank
https://q-r.to/bgcCDF,0,phishtank
https://pub-cd79e4ba646248938d9c124ff8a6e641.r2.dev/index.html,0,phishtank
https://q-r.to/bgc2P9,0,phishtank
https://allegro-lokalnie.pl-589198541.lol,0,phishtank
https://credit-portalpichinc.lovable.app/,0,phishtank
https://l.ead.me/bgZyfa,0,phishtank
https://qrco.de/bfMlJd,0,phishtank
http://allegrolokalnie.smart-98672.cfd/oferta/agregat-pradotworczy-honda-eu22i-2200-w-cichy-jak-nowy-gotowy-do-pracy,0,phishtank
https://authmail-cmshu-berlin.framer.website/,0,phishtank
https://dellavillas.com/Privacy/,0,phishtank
https://sites.google.com/view/82qm2b/home,0,phishtank
https://new.express.adobe.com/webpage/rA8h5N09RYmxe,0,phishtank
https://qrco.de/bfXAKA,0,phishtank
https://familiya42.ru/about/,0,phishtank
https://dundle.com/nl/neosurf/100-eur-eu/,0,phishtank
https://enstarted-io.ghost.io/start-enus/,0,phishtank
https://forms.gle/bcTLkSEe2sxsnUPf9,0,phishtank
https://bit.ly/3UvQnLM,0,phishtank
http://liveledgr-sso.wixstudio.com/starts,0,phishtank
https://docs.google.com/presentation/d/e/2PACX-1vSkodsU1aSkBR7OPyCaKQo1tbEMAs2NQzwXwrz6eYvqlIZy7zIOVxjhG64ObqDEMgK4ynz1iccfBL_r/pub?start=false&amp;loop=false&amp;delayms=3000,0,phishtank
https://l.ead.me/bfOqAR,0,phishtank
https://www.dropbox.com/scl/fi/qiwdwm3qod3cnr3ja0pkm/BT-NEW-VOICE-MESSAGE.papert?rlkey=m1bqftaxzswptarfgffxjbdmw&dl=0,0,phishtank
https://ingres0pich1ncha.webcindario.com/,0,phishtank
https://zpr.io/AshU6WQRMVnq,0,phishtank
https://tulip.oblg-772220.pro/captcha.php,0,phishtank
https://docs.google.com/presentation/d/e/2PACX-1vTB4-OWOrmo4EJztWEt9K0c2JMuAx3sPvi76HDvGBTujJnenYhCkLUF8S-PAmA52Wxn9uNGLbxLzaf5/pub?start=false&amp;loop=false&amp;delayms=3000,0,phishtank
http://ku-coin-log-in-eng.typedream.app,0,phishtank
https://finichdeliv.wpenginepowered.com/wp-content/plugins/akismet/c/poland/BNP/,0,phishtank
https://l.ead.me/bfMH5Y,0,phishtank
https://www.dropbox.com/scl/fi/wjux6oiyuxicf2uj7i96x/BT-Broadband.paper?rlkey=veguqt34wqm3h2lqcswfrrtjo&dl=0,0,phishtank
https://klelnanzeigen-deutch.rxb3r8.mom/receive/order/EROVCYFdtUn?r=0x14&__cf_chl_rt_tk=FkzPxCVFgBCV7ijDIlFWS0nFz2gc0ZdkMcv7O876Phc-1780150288-1.0.1.1-D2.xEo6mSlofOrGy2bjlUKMeasGGaGNXC32QQJfSaU4,0,phishtank
https://fcistore.com/now/0.html,0,phishtank
http://allegrolokalnie.pl-ld7377382.lat/oferta,0,phishtank
https://app-trzesuite.wixstudio.com/en-us,0,phishtank
https://home-exodus-wallet.blogspot.com,0,phishtank
https://www.gov-parkingqo.cyou/com,0,phishtank
https://bit.ly/4ddLOMY,0,phishtank
https://consultando-desconto.vercel.app/login?placement=Instagram_Stories&amp;utm_source=FB&amp;utm_campaign=P57-R04-m63-R33%2Fmilena+%E2%80%94+C%C3%B3pia%7C120241051533710571&amp;utm_medium=-%7C120241051533520571&amp;utm_content=-%7C120241051533540571&amp;utm_term=Instagram_Stories&amp;utm_id=120241051533710571&amp;fbclid=PAb21jcARQi1dleHRuA2FlbQEwAGFkaWQBqy6Zc5rTS3NydGMGYXBwX2lkDzU2NzA2NzM0MzM1MjQyNwABp8oKrtQaQ9j0-W63vBS6gz210U1xQpzx0eCnUYvQSJF6MFnPvb8o6IXPCX9u_aem_X0ELWZHq1rBx6By3PeL-bQ&amp;fbclid=PAZXh0bgNhZW0BMABhZGlkAasumXOa00tzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAafKCq7UGkPY9Plut7wUuoM9tdFNcUKc8dHgp1GL0EiRejBZz72_KOiFzwl_bg_aem_X0ELWZHq1rBx6By3PeL-bQ&amp;twrclid=69e3a9441b9d51206d04e7b5,0,phishtank
https://qrco.de/bgal16,0,phishtank
https://qrco.de/bfJmX2,0,phishtank
https://q-r.to/bgaQUv,0,phishtank
https://oklahoma.gov-xcx.help/,0,phishtank
http://start-trezerioapps.wixstudio.com/us-en,0,phishtank
